update_rule,K,N,L,attack,training_time,adversary_score
hebbian,4.0,6.0,12.0,geometric,148.70761000000002,73.78472
hebbian,4.0,6.0,12.0,none,86.55286,84.72222
hebbian,4.0,6.0,13.0,geometric,114.19241000000001,70.51281999999999
hebbian,4.0,6.0,13.0,none,109.287254,79.80769000000001
hebbian,4.0,6.0,14.0,geometric,154.99573999999998,81.99405
hebbian,4.0,6.0,14.0,none,224.71466,79.166664
hebbian,4.0,6.0,15.0,geometric,154.28441,66.25
hebbian,4.0,6.0,15.0,none,137.54997,80.416664
hebbian,4.0,6.0,16.0,geometric,332.8793,69.66145999999999
hebbian,4.0,6.0,16.0,none,234.53267000000002,69.66145999999999
hebbian,4.0,6.0,17.0,geometric,147.30362,76.47059
hebbian,4.0,6.0,17.0,none,182.93225,84.55882
hebbian,4.0,6.0,18.0,geometric,289.43784,84.375
hebbian,4.0,6.0,18.0,none,307.92606,78.00926
hebbian,4.0,6.0,19.0,geometric,228.25822000000002,82.12719
hebbian,4.0,6.0,19.0,none,266.73287999999997,72.916664
hebbian,4.0,6.0,20.0,geometric,220.49303999999998,82.604164
hebbian,4.0,6.0,20.0,none,343.52603,83.541664
hebbian,4.0,6.0,21.0,geometric,350.2431,78.968254
hebbian,4.0,6.0,21.0,none,292.28314,79.06746
hebbian,4.0,6.0,22.0,geometric,384.09415,83.23864
hebbian,4.0,6.0,22.0,none,351.60983,74.33712
hebbian,4.0,6.0,23.0,geometric,433.84085,82.246376
hebbian,4.0,6.0,23.0,none,412.05242999999996,86.141304
hebbian,4.0,7.0,4.0,geometric,12.994105000000001,83.48214
hebbian,4.0,7.0,4.0,none,17.968603,73.66071
hebbian,4.0,7.0,5.0,geometric,22.388485,83.21429
hebbian,4.0,7.0,5.0,none,23.056948000000002,83.57143
hebbian,4.0,7.0,6.0,geometric,20.770452,76.78571
hebbian,4.0,7.0,6.0,none,42.8795,80.059525
hebbian,4.0,7.0,7.0,geometric,29.27719,74.4898
hebbian,4.0,7.0,7.0,none,33.095757,78.31633000000001
hebbian,4.0,7.0,8.0,geometric,48.455463,87.05357
hebbian,4.0,7.0,8.0,none,90.54788,72.99107
hebbian,4.0,7.0,9.0,geometric,53.248830000000005,81.94444
hebbian,4.0,7.0,9.0,none,79.44256,87.5
hebbian,4.0,7.0,10.0,geometric,124.490524,81.42857
hebbian,4.0,7.0,10.0,none,72.60686,78.57143
hebbian,4.0,7.0,11.0,geometric,110.42686499999999,84.09091
hebbian,4.0,7.0,11.0,none,87.18809,78.57143
hebbian,4.0,7.0,12.0,geometric,97.915474,90.625
hebbian,4.0,7.0,12.0,none,159.21577,79.166664
hebbian,4.0,7.0,13.0,geometric,87.62505,82.14286
hebbian,4.0,7.0,13.0,none,135.41437,75.96154
hebbian,4.0,7.0,14.0,geometric,173.2735,75.765305
hebbian,4.0,7.0,14.0,none,155.12688,81.12245
hebbian,4.0,7.0,15.0,geometric,154.65695,87.85714
hebbian,4.0,7.0,15.0,none,263.48087000000004,82.97619
hebbian,4.0,7.0,16.0,geometric,253.96791000000002,81.13839
hebbian,4.0,7.0,16.0,none,161.87077,77.34375
hebbian,4.0,7.0,17.0,geometric,257.5899,75.73529
hebbian,4.0,7.0,17.0,none,286.9989,79.62185
hebbian,4.0,7.0,18.0,geometric,235.24257999999998,78.968254
hebbian,4.0,7.0,18.0,none,225.38773999999998,75.0
hebbian,4.0,7.0,19.0,geometric,211.18819,85.52631
hebbian,4.0,7.0,19.0,none,289.72144,76.2218
hebbian,4.0,7.0,20.0,geometric,358.32437000000004,83.66071
hebbian,4.0,7.0,20.0,none,419.80987999999996,86.33929
hebbian,4.0,7.0,21.0,geometric,373.24487,75.93536999999999
hebbian,4.0,7.0,21.0,none,393.12366000000003,86.309525
hebbian,4.0,7.0,22.0,geometric,373.87115,77.516235
hebbian,4.0,7.0,22.0,none,580.09796,84.25325
hebbian,4.0,7.0,23.0,geometric,595.7735,80.35714
hebbian,4.0,7.0,23.0,none,381.17297,79.42546999999999
hebbian,4.0,8.0,4.0,geometric,23.940159,78.125
hebbian,4.0,8.0,4.0,none,27.697628,78.90625
hebbian,4.0,8.0,5.0,geometric,24.819143,84.375
hebbian,4.0,8.0,5.0,none,35.409733,80.625
hebbian,4.0,8.0,6.0,geometric,42.596709999999995,73.958336
hebbian,4.0,8.0,6.0,none,41.973183,80.989586
hebbian,4.0,8.0,7.0,geometric,49.37117,76.78571
hebbian,4.0,8.0,7.0,none,53.201243999999996,79.46429
hebbian,4.0,8.0,8.0,geometric,120.30266599999999,80.078125
hebbian,4.0,8.0,8.0,none,86.76249,72.85155999999999
hebbian,4.0,8.0,9.0,geometric,70.79912,81.423615
hebbian,4.0,8.0,9.0,none,82.80114,71.52778
hebbian,4.0,8.0,10.0,geometric,96.54933,80.625
hebbian,4.0,8.0,10.0,none,90.69678499999999,75.78125
hebbian,4.0,8.0,11.0,geometric,109.39388000000001,82.52841
hebbian,4.0,8.0,11.0,none,109.86289,81.107956
hebbian,4.0,8.0,12.0,geometric,164.02872,77.083336
hebbian,4.0,8.0,12.0,none,196.31429,73.697914
hebbian,4.0,8.0,13.0,geometric,205.23805,85.33654
hebbian,4.0,8.0,13.0,none,199.16539,80.40865
hebbian,4.0,8.0,14.0,geometric,246.7994,81.80804
hebbian,4.0,8.0,14.0,none,229.942,79.35268
hebbian,4.0,8.0,15.0,geometric,187.82883999999999,82.916664
hebbian,4.0,8.0,15.0,none,265.98242,83.645836
hebbian,4.0,8.0,16.0,geometric,317.58008,71.484375
hebbian,4.0,8.0,16.0,none,212.01442000000003,81.25
hebbian,4.0,8.0,17.0,geometric,236.41655,78.492645
hebbian,4.0,8.0,17.0,none,275.41138,83.27206
hebbian,4.0,24.0,4.0,geometric,58.840748000000005,77.60416500000001
hebbian,4.0,24.0,4.0,none,66.47028,73.632813
hebbian,4.0,24.0,24.0,geometric,2134.0167,78.29861
hebbian,4.0,24.0,24.0,none,2218.77985,80.078125
hebbian,24.0,4.0,4.0,geometric,66.2149885,79.427086
hebbian,24.0,4.0,4.0,none,79.277318,74.414062
hebbian,24.0,4.0,24.0,geometric,2186.4723,77.17013750000001
hebbian,24.0,4.0,24.0,none,2383.7622,80.002172
hebbian,24.0,24.0,4.0,geometric,495.90288000000004,77.560765
hebbian,24.0,24.0,4.0,none,458.42017,76.3997425
hebbian,24.0,24.0,24.0,geometric,17816.2585,79.43793199999999
hebbian,24.0,24.0,24.0,none,14846.953999999998,79.494
random_walk,4.0,4.0,4.0,geometric,9.336139333333334,76.82291666666667
random_walk,4.0,4.0,4.0,none,8.40602794646465,78.98516414141415
random_walk,4.0,4.0,5.0,geometric,16.623299,88.75
random_walk,4.0,4.0,5.0,none,7.465053999999999,82.5
random_walk,4.0,4.0,6.0,geometric,25.912823,72.395836
random_walk,4.0,4.0,6.0,none,15.191653,78.645836
random_walk,4.0,4.0,7.0,geometric,29.488604,74.55357
random_walk,4.0,4.0,7.0,none,26.70628,79.46429
random_walk,4.0,4.0,8.0,geometric,23.973942,74.21875
random_walk,4.0,4.0,8.0,none,12.595329,75.390625
random_walk,4.0,4.0,9.0,geometric,34.13365,86.458336
random_walk,4.0,4.0,9.0,none,62.703880000000005,75.69444
random_walk,4.0,4.0,10.0,geometric,35.788906,69.0625
random_walk,4.0,4.0,10.0,none,43.408783,85.9375
random_walk,4.0,4.0,11.0,geometric,65.41676,73.86364
random_walk,4.0,4.0,11.0,none,69.02038,81.53409
random_walk,4.0,4.0,12.0,geometric,130.91705,86.197914
random_walk,4.0,4.0,12.0,none,97.66594,72.395836
random_walk,4.0,4.0,13.0,geometric,92.32091,73.79808
random_walk,4.0,4.0,13.0,none,126.228485,76.92308
random_walk,4.0,4.0,14.0,geometric,95.50855,72.09821
random_walk,4.0,4.0,14.0,none,89.6126,83.03571
random_walk,4.0,4.0,15.0,geometric,104.9307,76.25
random_walk,4.0,4.0,15.0,none,96.857445,81.25
random_walk,4.0,4.0,16.0,geometric,158.8835,77.14844000000001
random_walk,4.0,4.0,16.0,none,150.73225,75.78125
random_walk,4.0,4.0,17.0,geometric,212.95914,86.39706
random_walk,4.0,4.0,17.0,none,114.49999,79.04411999999999
random_walk,4.0,4.0,18.0,geometric,174.88484,69.44444
random_walk,4.0,4.0,18.0,none,155.74617,74.826385
random_walk,4.0,4.0,19.0,geometric,136.92006999999998,72.86184
random_walk,4.0,4.0,19.0,none,148.0113,74.67105
random_walk,4.0,4.0,20.0,geometric,199.45885,81.875
random_walk,4.0,4.0,20.0,none,191.40888999999999,71.40625
random_walk,4.0,4.0,21.0,geometric,248.51192999999998,83.333336
random_walk,4.0,4.0,21.0,none,220.58983999999998,84.82143
random_walk,4.0,4.0,22.0,geometric,309.99454,77.41476999999999
random_walk,4.0,4.0,22.0,none,342.0678,88.21023000000001
random_walk,4.0,4.0,23.0,geometric,273.82782000000003,86.820656
random_walk,4.0,4.0,23.0,none,345.9708,73.777176
random_walk,4.0,4.0,24.0,geometric,189.08711499999998,73.828125
random_walk,4.0,4.0,24.0,none,275.2566749999999,79.78219707575755
random_walk,4.0,5.0,4.0,geometric,13.039434,79.375
random_walk,4.0,5.0,4.0,none,10.701429,78.125
random_walk,4.0,5.0,5.0,geometric,12.280114,78.5
random_walk,4.0,5.0,5.0,none,19.126022,65.5
random_walk,4.0,5.0,6.0,geometric,29.155006,69.166664
random_walk,4.0,5.0,6.0,none,26.123601999999998,74.166664
random_walk,4.0,5.0,7.0,geometric,36.879329999999996,87.5
random_walk,4.0,5.0,7.0,none,46.530590000000004,80.35714
random_walk,4.0,5.0,8.0,geometric,55.97829399999999,76.875
random_walk,4.0,5.0,8.0,none,38.793556,75.3125
random_walk,4.0,5.0,9.0,geometric,41.719227000000004,83.611115
random_walk,4.0,5.0,9.0,none,48.280163,77.5
random_walk,4.0,5.0,10.0,geometric,42.753,76.5
random_walk,4.0,5.0,10.0,none,40.682453,80.25
random_walk,4.0,5.0,11.0,geometric,93.95359,76.59091
random_walk,4.0,5.0,11.0,none,77.07987,82.045456
random_walk,4.0,5.0,12.0,geometric,100.82994000000001,82.083336
random_walk,4.0,5.0,12.0,none,66.14317,73.75
random_walk,4.0,5.0,13.0,geometric,115.21282,78.46154
random_walk,4.0,5.0,13.0,none,133.3533,78.84615
random_walk,4.0,5.0,14.0,geometric,134.77261000000001,76.96429
random_walk,4.0,5.0,14.0,none,131.46175,81.07143
random_walk,4.0,5.0,15.0,geometric,143.07475,87.166664
random_walk,4.0,5.0,15.0,none,118.34143,87.166664
random_walk,4.0,5.0,16.0,geometric,161.00296,81.40625
random_walk,4.0,5.0,16.0,none,284.3382,77.03125
random_walk,4.0,5.0,17.0,geometric,151.95975,83.82353
random_walk,4.0,5.0,17.0,none,214.85092000000003,76.911766
random_walk,4.0,5.0,18.0,geometric,210.44759,73.611115
random_walk,4.0,5.0,18.0,none,222.70838999999998,83.75
random_walk,4.0,5.0,19.0,geometric,289.90836,75.6579
random_walk,4.0,5.0,19.0,none,157.71468000000002,78.947365
random_walk,4.0,5.0,20.0,geometric,171.6587,88.25
random_walk,4.0,5.0,20.0,none,277.028,80.125
random_walk,4.0,5.0,21.0,geometric,178.10887,83.45238
random_walk,4.0,5.0,21.0,none,283.8064,78.809525
random_walk,4.0,5.0,22.0,geometric,322.9911,85.568184
random_walk,4.0,5.0,22.0,none,404.65497,85.681816
random_walk,4.0,5.0,23.0,geometric,400.20596,78.804344
random_walk,4.0,5.0,23.0,none,484.7325,81.521736
random_walk,4.0,6.0,4.0,geometric,14.005427,83.854164
random_walk,4.0,6.0,4.0,none,15.309003,79.166664
random_walk,4.0,6.0,5.0,geometric,14.108301,78.333336
random_walk,4.0,6.0,5.0,none,18.948645000000003,76.25
random_walk,4.0,6.0,6.0,geometric,30.295057,80.55556
random_walk,4.0,6.0,6.0,none,38.59635,76.041664
random_walk,4.0,6.0,7.0,geometric,27.521266999999998,79.166664
random_walk,4.0,6.0,7.0,none,21.251226000000003,74.10714
random_walk,4.0,6.0,8.0,geometric,51.351856,67.708336
random_walk,4.0,6.0,8.0,none,37.532416999999995,74.21875
random_walk,4.0,6.0,9.0,geometric,59.562332,76.388885
random_walk,4.0,6.0,9.0,none,85.9398,80.78704
random_walk,4.0,6.0,10.0,geometric,96.08832,76.875
random_walk,4.0,6.0,10.0,none,73.49027,77.708336
random_walk,4.0,6.0,11.0,geometric,134.6452,83.90151
random_walk,4.0,6.0,11.0,none,84.80464,82.57576
random_walk,4.0,6.0,12.0,geometric,102.52353000000001,82.291664
random_walk,4.0,6.0,12.0,none,104.91258,73.611115
random_walk,4.0,6.0,13.0,geometric,109.98521000000001,72.75641
random_walk,4.0,6.0,13.0,none,149.65186,68.26923000000001
random_walk,4.0,6.0,14.0,geometric,119.28227,78.72024
random_walk,4.0,6.0,14.0,none,158.48993000000002,83.03571
random_walk,4.0,6.0,15.0,geometric,92.56713,75.97222
random_walk,4.0,6.0,15.0,none,231.70285,84.166664
random_walk,4.0,6.0,16.0,geometric,182.25568,78.77604000000001
random_walk,4.0,6.0,16.0,none,218.60881,81.38020999999999
random_walk,4.0,6.0,17.0,geometric,178.82256,85.416664
random_walk,4.0,6.0,17.0,none,163.76613,76.71568
random_walk,4.0,6.0,18.0,geometric,222.33086,84.25926
random_walk,4.0,6.0,18.0,none,224.16531,75.46296
random_walk,4.0,6.0,19.0,geometric,205.26973,77.302635
random_walk,4.0,6.0,19.0,none,260.24102999999997,78.50877
random_walk,4.0,6.0,20.0,geometric,282.15088,84.375
random_walk,4.0,6.0,20.0,none,301.4033,78.854164
random_walk,4.0,6.0,21.0,geometric,221.61907999999997,74.007935
random_walk,4.0,6.0,21.0,none,308.88525,81.54762
random_walk,4.0,6.0,22.0,geometric,329.6376,82.291664
random_walk,4.0,6.0,22.0,none,348.25023999999996,75.94697
random_walk,4.0,6.0,23.0,geometric,351.6648,80.16304000000001
random_walk,4.0,6.0,23.0,none,394.469,73.36957
random_walk,4.0,7.0,4.0,geometric,15.151395,79.46429
random_walk,4.0,7.0,4.0,none,14.64988,79.46429
random_walk,4.0,7.0,5.0,geometric,27.758129999999998,83.21429
random_walk,4.0,7.0,5.0,none,31.234543,71.07143
random_walk,4.0,7.0,6.0,geometric,57.672394,81.54762
random_walk,4.0,7.0,6.0,none,32.240772,81.25
random_walk,4.0,7.0,7.0,geometric,82.004524,78.061226
random_walk,4.0,7.0,7.0,none,29.124772999999998,84.18366999999999
random_walk,4.0,7.0,8.0,geometric,45.789229999999996,78.125
random_walk,4.0,7.0,8.0,none,51.09825,77.67857
random_walk,4.0,7.0,9.0,geometric,51.408382,75.0
random_walk,4.0,7.0,9.0,none,50.276863,70.2381
random_walk,4.0,7.0,10.0,geometric,60.284530000000004,77.5
random_walk,4.0,7.0,10.0,none,93.873856,81.25
random_walk,4.0,7.0,11.0,geometric,110.88861999999999,83.44156
random_walk,4.0,7.0,11.0,none,159.86201,80.681816
random_walk,4.0,7.0,12.0,geometric,51.939175,80.65476
random_walk,4.0,7.0,12.0,none,113.46203600000001,79.7619
random_walk,4.0,7.0,13.0,geometric,163.71707,81.18132
random_walk,4.0,7.0,13.0,none,177.34932,85.98901
random_walk,4.0,7.0,14.0,geometric,236.26782000000003,82.908165
random_walk,4.0,7.0,14.0,none,325.81476000000004,80.22959
random_walk,4.0,7.0,15.0,geometric,204.80848999999998,83.92857
random_walk,4.0,7.0,15.0,none,145.39073,80.0
random_walk,4.0,7.0,16.0,geometric,140.46046,78.23661
random_walk,4.0,7.0,16.0,none,222.45357,79.57589
random_walk,4.0,7.0,17.0,geometric,286.67087000000004,80.67227
random_walk,4.0,7.0,17.0,none,339.39148,78.466385
random_walk,4.0,7.0,18.0,geometric,332.91702000000004,79.6627
random_walk,4.0,7.0,18.0,none,179.13481000000002,85.11905
random_walk,4.0,7.0,19.0,geometric,328.66927999999996,75.75188
random_walk,4.0,7.0,19.0,none,310.3958,81.109024
random_walk,4.0,7.0,20.0,geometric,304.89896,77.85714
random_walk,4.0,7.0,20.0,none,255.35702999999998,76.07143
random_walk,4.0,7.0,21.0,geometric,462.31557999999995,82.39796
random_walk,4.0,7.0,21.0,none,315.22656,84.35374499999999
random_walk,4.0,7.0,22.0,geometric,407.84662000000003,76.623375
random_walk,4.0,7.0,22.0,none,562.8523,79.38311999999999
random_walk,4.0,7.0,23.0,geometric,438.23712,78.804344
random_walk,4.0,7.0,23.0,none,1161.8007,80.82298
random_walk,4.0,8.0,4.0,geometric,13.388197,84.765625
random_walk,4.0,8.0,4.0,none,15.793192000000001,84.765625
random_walk,4.0,8.0,5.0,geometric,20.324759,73.125
random_walk,4.0,8.0,5.0,none,41.590343,76.875
random_walk,4.0,8.0,6.0,geometric,26.061815,73.177086
random_walk,4.0,8.0,6.0,none,58.971237,86.458336
random_walk,4.0,8.0,7.0,geometric,72.72659,81.91964
random_walk,4.0,8.0,7.0,none,44.474182,85.04464
random_walk,4.0,8.0,8.0,geometric,61.776875,79.296875
random_walk,4.0,8.0,8.0,none,80.185974,79.10155999999999
random_walk,4.0,8.0,9.0,geometric,112.40302,80.03472
random_walk,4.0,8.0,9.0,none,75.56893000000001,79.166664
random_walk,4.0,8.0,10.0,geometric,123.03033,80.15625
random_walk,4.0,8.0,10.0,none,93.07725,80.15625
random_walk,4.0,8.0,11.0,geometric,143.06238000000002,81.25
random_walk,4.0,8.0,11.0,none,133.52618,78.97726999999999
random_walk,4.0,8.0,12.0,geometric,162.45564,77.21354000000001
random_walk,4.0,8.0,12.0,none,137.71613,74.479164
random_walk,4.0,8.0,13.0,geometric,173.59106,70.79326999999999
random_walk,4.0,8.0,13.0,none,132.01004,88.34135
random_walk,4.0,8.0,14.0,geometric,196.31868,81.36161
random_walk,4.0,8.0,14.0,none,275.39153999999996,80.69196
random_walk,4.0,8.0,15.0,geometric,201.90848,85.729164
random_walk,4.0,8.0,15.0,none,185.34856000000002,79.479164
random_walk,4.0,8.0,16.0,geometric,186.81656999999998,73.63280999999999
random_walk,4.0,8.0,16.0,none,212.89404,77.24609
random_walk,4.0,24.0,4.0,geometric,55.956936999999996,77.99479000000001
random_walk,4.0,24.0,4.0,none,55.49171,79.101563
random_walk,4.0,24.0,24.0,geometric,1985.2311,79.04731
random_walk,4.0,24.0,24.0,none,2783.94895,79.188368
random_walk,24.0,4.0,4.0,geometric,56.66212850000001,74.609375
random_walk,24.0,4.0,4.0,none,74.503702,78.190102
random_walk,24.0,4.0,24.0,geometric,2121.03345,80.490452
random_walk,24.0,4.0,24.0,none,2392.20445,79.253472
random_walk,24.0,24.0,4.0,geometric,474.20232,77.00738
random_walk,24.0,24.0,4.0,none,459.12644,78.125
random_walk,24.0,24.0,24.0,geometric,14964.619,80.1468475
random_walk,24.0,24.0,24.0,none,14719.6545,79.390915
