update_rule,K,N,L,attack,tt,training_time,adversary_score_none,adversary_score_geometric,adversary_score_average
hebbian,4,6,12,none,86.55286,100.372635,70.51282,84.72222,77.61752
hebbian,4,6,13,geometric,114.19241,111.739832,79.80769,70.51282,75.160255
hebbian,4,6,13,none,109.287254,132.141497,81.99405,79.80769,80.90087
hebbian,4,6,14,geometric,154.99574,189.8552,79.166664,81.99405,80.580357
hebbian,4,6,14,none,224.71466,189.499535,66.25,79.166664,72.708332
hebbian,4,6,15,geometric,154.28441,145.91719,80.416664,66.25,73.333332
hebbian,4,6,15,none,137.54997,235.214635,69.66146,80.416664,75.039062
hebbian,4,6,16,geometric,332.8793,283.705985,69.66146,69.66146,69.66146
hebbian,4,6,16,none,234.53267,190.918145,76.47059,69.66146,73.066025
hebbian,4,6,17,geometric,147.30362,165.117935,84.55882,76.47059,80.514705
hebbian,4,6,17,none,182.93225,236.185045,84.375,84.55882,84.46691
hebbian,4,6,18,geometric,289.43784,298.68195,78.00926,84.375,81.19213
hebbian,4,6,18,none,307.92606,268.09214,82.12719,78.00926,80.068225
hebbian,4,6,19,geometric,228.25822,247.49555,72.916664,82.12719,77.521927
hebbian,4,6,19,none,266.73288,243.61296,82.604164,72.916664,77.760414
hebbian,4,6,20,geometric,220.49304,282.009535,83.541664,82.604164,83.072914
hebbian,4,6,20,none,343.52603,346.884565,78.968254,83.541664,81.254959
hebbian,4,6,21,geometric,350.2431,321.26312,79.06746,78.968254,79.017857
hebbian,4,6,21,none,292.28314,338.188645,83.23864,79.06746,81.15305
hebbian,4,6,22,geometric,384.09415,367.85199,74.33712,83.23864,78.78788
hebbian,4,6,22,none,351.60983,392.72534,82.246376,74.33712,78.291748
hebbian,4,6,23,geometric,433.84085,422.94664,86.141304,82.246376,84.19384
hebbian,4,6,23,none,412.05243,212.5232675,83.48214,86.141304,84.811722
hebbian,4,7,4,geometric,12.994105,15.481354,73.66071,83.48214,78.571425
hebbian,4,7,4,none,17.968603,20.178544,83.21429,73.66071,78.4375
hebbian,4,7,5,geometric,22.388485,22.7227165,83.57143,83.21429,83.39286
hebbian,4,7,5,none,23.056948,21.9137,76.78571,83.57143,80.17857
hebbian,4,7,6,geometric,20.770452,31.824976,80.059525,76.78571,78.4226175
hebbian,4,7,6,none,42.8795,36.078345,74.4898,80.059525,77.2746625
hebbian,4,7,7,geometric,29.27719,31.1864735,78.31633,74.4898,76.403065
hebbian,4,7,7,none,33.095757,40.77561,87.05357,78.31633,82.68495
hebbian,4,7,8,geometric,48.455463,69.5016715,72.99107,87.05357,80.02232
hebbian,4,7,8,none,90.54788,71.898355,81.94444,72.99107,77.467755
hebbian,4,7,9,geometric,53.24883,66.345695,87.5,81.94444,84.72222
hebbian,4,7,9,none,79.44256,101.966542,81.42857,87.5,84.464285
hebbian,4,7,10,geometric,124.490524,98.548692,78.57143,81.42857,80
hebbian,4,7,10,none,72.60686,91.5168625,84.09091,78.57143,81.33117
hebbian,4,7,11,geometric,110.426865,98.8074775,78.57143,84.09091,81.33117
hebbian,4,7,11,none,87.18809,92.551782,90.625,78.57143,84.598215
hebbian,4,7,12,geometric,97.915474,128.565622,79.166664,90.625,84.895832
hebbian,4,7,12,none,159.21577,123.42041,82.14286,79.166664,80.654762
hebbian,4,7,13,geometric,87.62505,111.51971,75.96154,82.14286,79.0522
hebbian,4,7,13,none,135.41437,154.343935,75.765305,75.96154,75.8634225
hebbian,4,7,14,geometric,173.2735,164.20019,81.12245,75.765305,78.4438775
hebbian,4,7,14,none,155.12688,154.891915,87.85714,81.12245,84.489795
hebbian,4,7,15,geometric,154.65695,209.06891,82.97619,87.85714,85.416665
hebbian,4,7,15,none,263.48087,258.72439,81.13839,82.97619,82.05729
hebbian,4,7,16,geometric,253.96791,207.91934,77.34375,81.13839,79.24107
hebbian,4,7,16,none,161.87077,209.730335,75.73529,77.34375,76.53952
hebbian,4,7,17,geometric,257.5899,272.2944,79.62185,75.73529,77.67857
hebbian,4,7,17,none,286.9989,261.12074,78.968254,79.62185,79.295052
hebbian,4,7,18,geometric,235.24258,230.31516,75,78.968254,76.984127
hebbian,4,7,18,none,225.38774,218.287965,85.52631,75,80.263155
hebbian,4,7,19,geometric,211.18819,250.454815,76.2218,85.52631,80.874055
hebbian,4,7,19,none,289.72144,324.022905,83.66071,76.2218,79.941255
hebbian,4,7,20,geometric,358.32437,389.067125,86.33929,83.66071,85
hebbian,4,7,20,none,419.80988,396.527375,75.93537,86.33929,81.13733
hebbian,4,7,21,geometric,373.24487,383.184265,86.309525,75.93537,81.1224475
hebbian,4,7,21,none,393.12366,383.497405,77.516235,86.309525,81.91288
hebbian,4,7,22,geometric,373.87115,476.984555,84.25325,77.516235,80.8847425
hebbian,4,7,22,none,580.09796,587.93573,80.35714,84.25325,82.305195
hebbian,4,7,23,geometric,595.7735,488.473235,79.42547,80.35714,79.891305
hebbian,4,7,23,none,381.17297,202.5565645,78.125,79.42547,78.775235
hebbian,4,8,4,geometric,23.940159,25.8188935,78.90625,78.125,78.515625
hebbian,4,8,4,none,27.697628,26.2583855,84.375,78.90625,81.640625
hebbian,4,8,5,geometric,24.819143,30.114438,80.625,84.375,82.5
hebbian,4,8,5,none,35.409733,39.0032215,73.958336,80.625,77.291668
hebbian,4,8,6,geometric,42.59671,42.2849465,80.989586,73.958336,77.473961
hebbian,4,8,6,none,41.973183,45.6721765,76.78571,80.989586,78.887648
hebbian,4,8,7,geometric,49.37117,51.286207,79.46429,76.78571,78.125
hebbian,4,8,7,none,53.201244,86.751955,80.078125,79.46429,79.7712075
hebbian,4,8,8,geometric,120.302666,103.532578,72.85156,80.078125,76.4648425
hebbian,4,8,8,none,86.76249,78.780805,81.423615,72.85156,77.1375875
hebbian,4,8,9,geometric,70.79912,76.80013,71.52778,81.423615,76.4756975
hebbian,4,8,9,none,82.80114,89.675235,80.625,71.52778,76.07639
hebbian,4,8,10,geometric,96.54933,93.6230575,75.78125,80.625,78.203125
hebbian,4,8,10,none,90.696785,100.0453325,82.52841,75.78125,79.15483
hebbian,4,8,11,geometric,109.39388,109.628385,81.107956,82.52841,81.818183
hebbian,4,8,11,none,109.86289,136.945805,77.083336,81.107956,79.095646
hebbian,4,8,12,geometric,164.02872,180.171505,73.697914,77.083336,75.390625
hebbian,4,8,12,none,196.31429,200.77617,85.33654,73.697914,79.517227
hebbian,4,8,13,geometric,205.23805,202.20172,80.40865,85.33654,82.872595
hebbian,4,8,13,none,199.16539,222.982395,81.80804,80.40865,81.108345
hebbian,4,8,14,geometric,246.7994,238.3707,79.35268,81.80804,80.58036
hebbian,4,8,14,none,229.942,208.88542,82.916664,79.35268,81.134672
hebbian,4,8,15,geometric,187.82884,226.90563,83.645836,82.916664,83.28125
hebbian,4,8,15,none,265.98242,291.78125,71.484375,83.645836,77.5651055
hebbian,4,8,16,geometric,317.58008,264.79725,81.25,71.484375,76.3671875
hebbian,4,8,16,none,212.01442,224.215485,78.492645,81.25,79.8713225
hebbian,4,8,17,geometric,236.41655,255.913965,83.27206,78.492645,80.8823525
hebbian,4,8,17,none,275.41138,167.126064,77.604165,83.27206,80.4381125
hebbian,4,24,4,geometric,58.840748,62.655514,73.632813,77.604165,75.618489
hebbian,4,24,4,none,66.47028,1100.24349,78.29861,73.632813,75.9657115
hebbian,4,24,24,geometric,2134.0167,2176.398275,80.078125,78.29861,79.1883675
hebbian,4,24,24,none,2218.77985,1142.497419,79.427086,80.078125,79.7526055
hebbian,24,4,4,geometric,66.2149885,72.74615325,74.414062,79.427086,76.920574
hebbian,24,4,4,none,79.277318,1132.874809,77.1701375,74.414062,75.79209975
hebbian,24,4,24,geometric,2186.4723,2285.11725,80.002172,77.1701375,78.58615475
hebbian,24,4,24,none,2383.7622,1439.83254,77.560765,80.002172,78.7814685
hebbian,24,24,4,geometric,495.90288,477.161525,76.3997425,77.560765,76.98025375
hebbian,24,24,4,none,458.42017,9137.339335,79.437932,76.3997425,77.91883725
hebbian,24,24,24,geometric,17816.2585,16331.60625,79.494,79.437932,79.465966
hebbian,24,24,24,none,14846.954,7428.14507,76.82291667,79.494,78.15845833
random_walk,4,4,4,geometric,9.336139333,8.87108364,78.98516414,76.82291667,77.9040404
random_walk,4,4,4,none,8.406027946,12.51466347,88.75,78.98516414,83.86758207
random_walk,4,4,5,geometric,16.623299,12.0441765,82.5,88.75,85.625
random_walk,4,4,5,none,7.465054,16.6889385,72.395836,82.5,77.447918
random_walk,4,4,6,geometric,25.912823,20.552238,78.645836,72.395836,75.520836
random_walk,4,4,6,none,15.191653,22.3401285,74.55357,78.645836,76.599703
random_walk,4,4,7,geometric,29.488604,28.097442,79.46429,74.55357,77.00893
random_walk,4,4,7,none,26.70628,25.340111,74.21875,79.46429,76.84152
random_walk,4,4,8,geometric,23.973942,18.2846355,75.390625,74.21875,74.8046875
random_walk,4,4,8,none,12.595329,23.3644895,86.458336,75.390625,80.9244805
random_walk,4,4,9,geometric,34.13365,48.418765,75.69444,86.458336,81.076388
random_walk,4,4,9,none,62.70388,49.246393,69.0625,75.69444,72.37847
random_walk,4,4,10,geometric,35.788906,39.5988445,85.9375,69.0625,77.5
random_walk,4,4,10,none,43.408783,54.4127715,73.86364,85.9375,79.90057
random_walk,4,4,11,geometric,65.41676,67.21857,81.53409,73.86364,77.698865
random_walk,4,4,11,none,69.02038,99.968715,86.197914,81.53409,83.866002
random_walk,4,4,12,geometric,130.91705,114.291495,72.395836,86.197914,79.296875
random_walk,4,4,12,none,97.66594,94.993425,73.79808,72.395836,73.096958
random_walk,4,4,13,geometric,92.32091,109.2746975,76.92308,73.79808,75.36058
random_walk,4,4,13,none,126.228485,110.8685175,72.09821,76.92308,74.510645
random_walk,4,4,14,geometric,95.50855,92.560575,83.03571,72.09821,77.56696
random_walk,4,4,14,none,89.6126,97.27165,76.25,83.03571,79.642855
random_walk,4,4,15,geometric,104.9307,100.8940725,81.25,76.25,78.75
random_walk,4,4,15,none,96.857445,127.8704725,77.14844,81.25,79.19922
random_walk,4,4,16,geometric,158.8835,154.807875,75.78125,77.14844,76.464845
random_walk,4,4,16,none,150.73225,181.845695,86.39706,75.78125,81.089155
random_walk,4,4,17,geometric,212.95914,163.729565,79.04412,86.39706,82.72059
random_walk,4,4,17,none,114.49999,144.692415,69.44444,79.04412,74.24428
random_walk,4,4,18,geometric,174.88484,165.315505,74.826385,69.44444,72.1354125
random_walk,4,4,18,none,155.74617,146.33312,72.86184,74.826385,73.8441125
random_walk,4,4,19,geometric,136.92007,142.465685,74.67105,72.86184,73.766445
random_walk,4,4,19,none,148.0113,173.735075,81.875,74.67105,78.273025
random_walk,4,4,20,geometric,199.45885,195.43387,71.40625,81.875,76.640625
random_walk,4,4,20,none,191.40889,219.96041,83.333336,71.40625,77.369793
random_walk,4,4,21,geometric,248.51193,234.550885,84.82143,83.333336,84.077383
random_walk,4,4,21,none,220.58984,265.29219,77.41477,84.82143,81.1181
random_walk,4,4,22,geometric,309.99454,326.03117,88.21023,77.41477,82.8125
random_walk,4,4,22,none,342.0678,307.94781,86.820656,88.21023,87.515443
random_walk,4,4,23,geometric,273.82782,309.89931,73.777176,86.820656,80.298916
random_walk,4,4,23,none,345.9708,267.5289575,73.828125,73.777176,73.8026505
random_walk,4,4,24,geometric,189.087115,232.171895,79.78219708,73.828125,76.80516104
random_walk,4,4,24,none,275.256675,144.1480545,79.375,79.78219708,79.57859854
random_walk,4,5,4,geometric,13.039434,11.8704315,78.125,79.375,78.75
random_walk,4,5,4,none,10.701429,11.4907715,78.5,78.125,78.3125
random_walk,4,5,5,geometric,12.280114,15.703068,65.5,78.5,72
random_walk,4,5,5,none,19.126022,24.140514,69.166664,65.5,67.333332
random_walk,4,5,6,geometric,29.155006,27.639304,74.166664,69.166664,71.666664
random_walk,4,5,6,none,26.123602,31.501466,87.5,74.166664,80.833332
random_walk,4,5,7,geometric,36.87933,41.70496,80.35714,87.5,83.92857
random_walk,4,5,7,none,46.53059,51.254442,76.875,80.35714,78.61607
random_walk,4,5,8,geometric,55.978294,47.385925,75.3125,76.875,76.09375
random_walk,4,5,8,none,38.793556,40.2563915,83.611115,75.3125,79.4618075
random_walk,4,5,9,geometric,41.719227,44.999695,77.5,83.611115,80.5555575
random_walk,4,5,9,none,48.280163,45.5165815,76.5,77.5,77
random_walk,4,5,10,geometric,42.753,41.7177265,80.25,76.5,78.375
random_walk,4,5,10,none,40.682453,67.3180215,76.59091,80.25,78.420455
random_walk,4,5,11,geometric,93.95359,85.51673,82.045456,76.59091,79.318183
random_walk,4,5,11,none,77.07987,88.954905,82.083336,82.045456,82.064396
random_walk,4,5,12,geometric,100.82994,83.486555,73.75,82.083336,77.916668
random_walk,4,5,12,none,66.14317,90.677995,78.46154,73.75,76.10577
random_walk,4,5,13,geometric,115.21282,124.28306,78.84615,78.46154,78.653845
random_walk,4,5,13,none,133.3533,134.062955,76.96429,78.84615,77.90522
random_walk,4,5,14,geometric,134.77261,133.11718,81.07143,76.96429,79.01786
random_walk,4,5,14,none,131.46175,137.26825,87.166664,81.07143,84.119047
random_walk,4,5,15,geometric,143.07475,130.70809,87.166664,87.166664,87.166664
random_walk,4,5,15,none,118.34143,139.672195,81.40625,87.166664,84.286457
random_walk,4,5,16,geometric,161.00296,222.67058,77.03125,81.40625,79.21875
random_walk,4,5,16,none,284.3382,218.148975,83.82353,77.03125,80.42739
random_walk,4,5,17,geometric,151.95975,183.405335,76.911766,83.82353,80.367648
random_walk,4,5,17,none,214.85092,212.649255,73.611115,76.911766,75.2614405
random_walk,4,5,18,geometric,210.44759,216.57799,83.75,73.611115,78.6805575
random_walk,4,5,18,none,222.70839,256.308375,75.6579,83.75,79.70395
random_walk,4,5,19,geometric,289.90836,223.81152,78.947365,75.6579,77.3026325
random_walk,4,5,19,none,157.71468,164.68669,88.25,78.947365,83.5986825
random_walk,4,5,20,geometric,171.6587,224.34335,80.125,88.25,84.1875
random_walk,4,5,20,none,277.028,227.568435,83.45238,80.125,81.78869
random_walk,4,5,21,geometric,178.10887,230.957635,78.809525,83.45238,81.1309525
random_walk,4,5,21,none,283.8064,303.39875,85.568184,78.809525,82.1888545
random_walk,4,5,22,geometric,322.9911,363.823035,85.681816,85.568184,85.625
random_walk,4,5,22,none,404.65497,402.430465,78.804344,85.681816,82.24308
random_walk,4,5,23,geometric,400.20596,442.46923,81.521736,78.804344,80.16304
random_walk,4,5,23,none,484.7325,249.3689635,83.854164,81.521736,82.68795
random_walk,4,6,4,geometric,14.005427,14.657215,79.166664,83.854164,81.510414
random_walk,4,6,4,none,15.309003,14.708652,78.333336,79.166664,78.75
random_walk,4,6,5,geometric,14.108301,16.528473,76.25,78.333336,77.291668
random_walk,4,6,5,none,18.948645,24.621851,80.55556,76.25,78.40278
random_walk,4,6,6,geometric,30.295057,34.4457035,76.041664,80.55556,78.298612
random_walk,4,6,6,none,38.59635,33.0588085,79.166664,76.041664,77.604164
random_walk,4,6,7,geometric,27.521267,24.3862465,74.10714,79.166664,76.636902
random_walk,4,6,7,none,21.251226,36.301541,67.708336,74.10714,70.907738
random_walk,4,6,8,geometric,51.351856,44.4421365,74.21875,67.708336,70.963543
random_walk,4,6,8,none,37.532417,48.5473745,76.388885,74.21875,75.3038175
random_walk,4,6,9,geometric,59.562332,72.751066,80.78704,76.388885,78.5879625
random_walk,4,6,9,none,85.9398,91.01406,76.875,80.78704,78.83102
random_walk,4,6,10,geometric,96.08832,84.789295,77.708336,76.875,77.291668
random_walk,4,6,10,none,73.49027,104.067735,83.90151,77.708336,80.804923
random_walk,4,6,11,geometric,134.6452,109.72492,82.57576,83.90151,83.238635
random_walk,4,6,11,none,84.80464,93.664085,82.291664,82.57576,82.433712
random_walk,4,6,12,geometric,102.52353,103.718055,73.611115,82.291664,77.9513895
random_walk,4,6,12,none,104.91258,107.448895,72.75641,73.611115,73.1837625
random_walk,4,6,13,geometric,109.98521,129.818535,68.26923,72.75641,70.51282
random_walk,4,6,13,none,149.65186,134.467065,78.72024,68.26923,73.494735
random_walk,4,6,14,geometric,119.28227,138.8861,83.03571,78.72024,80.877975
random_walk,4,6,14,none,158.48993,125.52853,75.97222,83.03571,79.503965
random_walk,4,6,15,geometric,92.56713,162.13499,84.166664,75.97222,80.069442
random_walk,4,6,15,none,231.70285,206.979265,78.77604,84.166664,81.471352
random_walk,4,6,16,geometric,182.25568,200.432245,81.38021,78.77604,80.078125
random_walk,4,6,16,none,218.60881,198.715685,85.416664,81.38021,83.398437
random_walk,4,6,17,geometric,178.82256,171.294345,76.71568,85.416664,81.066172
random_walk,4,6,17,none,163.76613,193.048495,84.25926,76.71568,80.48747
random_walk,4,6,18,geometric,222.33086,223.248085,75.46296,84.25926,79.86111
random_walk,4,6,18,none,224.16531,214.71752,77.302635,75.46296,76.3827975
random_walk,4,6,19,geometric,205.26973,232.75538,78.50877,77.302635,77.9057025
random_walk,4,6,19,none,260.24103,271.195955,84.375,78.50877,81.441885
random_walk,4,6,20,geometric,282.15088,291.77709,78.854164,84.375,81.614582
random_walk,4,6,20,none,301.4033,261.51119,74.007935,78.854164,76.4310495
random_walk,4,6,21,geometric,221.61908,265.252165,81.54762,74.007935,77.7777775
random_walk,4,6,21,none,308.88525,319.261425,82.291664,81.54762,81.919642
random_walk,4,6,22,geometric,329.6376,338.94392,75.94697,82.291664,79.119317
random_walk,4,6,22,none,348.25024,349.95752,80.16304,75.94697,78.055005
random_walk,4,6,23,geometric,351.6648,373.0669,73.36957,80.16304,76.766305
random_walk,4,6,23,none,394.469,204.8101975,79.46429,73.36957,76.41693
random_walk,4,7,4,geometric,15.151395,14.9006375,79.46429,79.46429,79.46429
random_walk,4,7,4,none,14.64988,21.204005,83.21429,79.46429,81.33929
random_walk,4,7,5,geometric,27.75813,29.4963365,71.07143,83.21429,77.14286
random_walk,4,7,5,none,31.234543,44.4534685,81.54762,71.07143,76.309525
random_walk,4,7,6,geometric,57.672394,44.956583,81.25,81.54762,81.39881
random_walk,4,7,6,none,32.240772,57.122648,78.061226,81.25,79.655613
random_walk,4,7,7,geometric,82.004524,55.5646485,84.18367,78.061226,81.122448
random_walk,4,7,7,none,29.124773,37.4570015,78.125,84.18367,81.154335
random_walk,4,7,8,geometric,45.78923,48.44374,77.67857,78.125,77.901785
random_walk,4,7,8,none,51.09825,51.253316,75,77.67857,76.339285
random_walk,4,7,9,geometric,51.408382,50.8426225,70.2381,75,72.61905
random_walk,4,7,9,none,50.276863,55.2806965,77.5,70.2381,73.86905
random_walk,4,7,10,geometric,60.28453,77.079193,81.25,77.5,79.375
random_walk,4,7,10,none,93.873856,102.381238,83.44156,81.25,82.34578
random_walk,4,7,11,geometric,110.88862,135.375315,80.681816,83.44156,82.061688
random_walk,4,7,11,none,159.86201,105.9005925,80.65476,80.681816,80.668288
random_walk,4,7,12,geometric,51.939175,82.7006055,79.7619,80.65476,80.20833
random_walk,4,7,12,none,113.462036,138.589553,81.18132,79.7619,80.47161
random_walk,4,7,13,geometric,163.71707,170.533195,85.98901,81.18132,83.585165
random_walk,4,7,13,none,177.34932,206.80857,82.908165,85.98901,84.4485875
random_walk,4,7,14,geometric,236.26782,281.04129,80.22959,82.908165,81.5688775
random_walk,4,7,14,none,325.81476,265.311625,83.92857,80.22959,82.07908
random_walk,4,7,15,geometric,204.80849,175.09961,80,83.92857,81.964285
random_walk,4,7,15,none,145.39073,142.925595,78.23661,80,79.118305
random_walk,4,7,16,geometric,140.46046,181.457015,79.57589,78.23661,78.90625
random_walk,4,7,16,none,222.45357,254.56222,80.67227,79.57589,80.12408
random_walk,4,7,17,geometric,286.67087,313.031175,78.466385,80.67227,79.5693275
random_walk,4,7,17,none,339.39148,336.15425,79.6627,78.466385,79.0645425
random_walk,4,7,18,geometric,332.91702,256.025915,85.11905,79.6627,82.390875
random_walk,4,7,18,none,179.13481,253.902045,75.75188,85.11905,80.435465
random_walk,4,7,19,geometric,328.66928,319.53254,81.109024,75.75188,78.430452
random_walk,4,7,19,none,310.3958,307.64738,77.85714,81.109024,79.483082
random_walk,4,7,20,geometric,304.89896,280.127995,76.07143,77.85714,76.964285
random_walk,4,7,20,none,255.35703,358.836305,82.39796,76.07143,79.234695
random_walk,4,7,21,geometric,462.31558,388.77107,84.353745,82.39796,83.3758525
random_walk,4,7,21,none,315.22656,361.53659,76.623375,84.353745,80.48856
random_walk,4,7,22,geometric,407.84662,485.34946,79.38312,76.623375,78.0032475
random_walk,4,7,22,none,562.8523,500.54471,78.804344,79.38312,79.093732
random_walk,4,7,23,geometric,438.23712,800.01891,80.82298,78.804344,79.813662
random_walk,4,7,23,none,1161.8007,587.5944485,84.765625,80.82298,82.7943025
random_walk,4,8,4,geometric,13.388197,14.5906945,84.765625,84.765625,84.765625
random_walk,4,8,4,none,15.793192,18.0589755,73.125,84.765625,78.9453125
random_walk,4,8,5,geometric,20.324759,30.957551,76.875,73.125,75
random_walk,4,8,5,none,41.590343,33.826079,73.177086,76.875,75.026043
random_walk,4,8,6,geometric,26.061815,42.516526,86.458336,73.177086,79.817711
random_walk,4,8,6,none,58.971237,65.8489135,81.91964,86.458336,84.188988
random_walk,4,8,7,geometric,72.72659,58.600386,85.04464,81.91964,83.48214
random_walk,4,8,7,none,44.474182,53.1255285,79.296875,85.04464,82.1707575
random_walk,4,8,8,geometric,61.776875,70.9814245,79.10156,79.296875,79.1992175
random_walk,4,8,8,none,80.185974,96.294497,80.03472,79.10156,79.56814
random_walk,4,8,9,geometric,112.40302,93.985975,79.166664,80.03472,79.600692
random_walk,4,8,9,none,75.56893,99.29963,80.15625,79.166664,79.661457
random_walk,4,8,10,geometric,123.03033,108.05379,80.15625,80.15625,80.15625
random_walk,4,8,10,none,93.07725,118.069815,81.25,80.15625,80.703125
random_walk,4,8,11,geometric,143.06238,138.29428,78.97727,81.25,80.113635
random_walk,4,8,11,none,133.52618,147.99091,77.21354,78.97727,78.095405
random_walk,4,8,12,geometric,162.45564,150.085885,74.479164,77.21354,75.846352
random_walk,4,8,12,none,137.71613,155.653595,70.79327,74.479164,72.636217
random_walk,4,8,13,geometric,173.59106,152.80055,88.34135,70.79327,79.56731
random_walk,4,8,13,none,132.01004,164.16436,81.36161,88.34135,84.85148
random_walk,4,8,14,geometric,196.31868,235.85511,80.69196,81.36161,81.026785
random_walk,4,8,14,none,275.39154,238.65001,85.729164,80.69196,83.210562
random_walk,4,8,15,geometric,201.90848,193.62852,79.479164,85.729164,82.604164
random_walk,4,8,15,none,185.34856,186.082565,73.63281,79.479164,76.555987
random_walk,4,8,16,geometric,186.81657,199.855305,77.24609,73.63281,75.43945
random_walk,4,8,16,none,212.89404,134.4254885,77.99479,77.24609,77.62044
random_walk,4,24,4,geometric,55.956937,55.7243235,79.101563,77.99479,78.5481765
random_walk,4,24,4,none,55.49171,1020.361405,79.04731,79.101563,79.0744365
random_walk,4,24,24,geometric,1985.2311,2384.590025,79.188368,79.04731,79.117839
random_walk,4,24,24,none,2783.94895,1420.305539,74.609375,79.188368,76.8988715
random_walk,24,4,4,geometric,56.6621285,65.58291525,78.190102,74.609375,76.3997385
random_walk,24,4,4,none,74.503702,1097.768576,80.490452,78.190102,79.340277
random_walk,24,4,24,geometric,2121.03345,2256.61895,79.253472,80.490452,79.871962
random_walk,24,4,24,none,2392.20445,1433.203385,77.00738,79.253472,78.130426
random_walk,24,24,4,geometric,474.20232,466.66438,78.125,77.00738,77.56619
random_walk,24,24,4,none,459.12644,7711.87272,80.1468475,78.125,79.13592375
random_walk,24,24,24,geometric,14964.619,14842.13675,79.390915,80.1468475,79.76888125
random_walk,24,24,24,none,14719.6545,14719.6545,0,79.390915,39.6954575